nama_usaha,laba,jenis_usaha,tenaga_kerja_perempuan,tenaga_kerja_laki_laki,tahun_berdiri,status_legalitas,marketplace,kapasitas_produksi,aset,omset,biaya_karyawan,jumlah_pelanggan,Cluster_KMeans_cat_a,Cluster_KMeans_cat_b,CrossCluster,klas_laba
UD. Elva Manggala Tono,29836017.0,1.0,82.0,34.0,2011.0,1.0,0.0,920.0,4156933.0,33992950.0,390600000.0,920.0,1,0,10,untung
UD. Celsi Jagad Esa,-652105.0,5.0,78.0,79.0,2007.0,0.0,2.0,597.0,5520889.0,4868784.0,471000000.0,597.0,1,1,11,rugi
UD. Jihan Pancasila,16560590.0,1.0,38.0,92.0,2005.0,0.0,3.0,874.0,6310790.0,22871380.0,390000000.0,874.0,1,1,11,untung
UD. Ilmi Bersemi,30921925.0,5.0,4.0,33.0,2017.0,1.0,0.0,425.0,4895913.0,35817838.0,111000000.0,425.0,0,0,0,untung
UD. Krisna Padi,1299474.0,4.0,78.0,19.0,2003.0,0.0,1.0,79.0,5131715.0,6431189.0,291000000.0,79.0,1,0,10,untung
UD. Pandu Gemilang,34456847.0,5.0,51.0,76.0,2006.0,1.0,4.0,116.0,1341645.0,35798492.0,381000000.0,116.0,1,0,10,untung
UD. Livia Buana,36327963.0,2.0,25.0,55.0,2024.0,0.0,1.0,266.0,637607.0,36965570.0,240000000.0,266.0,0,0,0,untung
UD. Obed Siang Mega,47069936.0,4.0,38.0,50.0,2001.0,1.0,2.0,495.0,1819904.0,48889840.0,264000000.0,495.0,1,0,10,untung
UD. Hana Baswara,38677946.0,4.0,44.0,76.0,2006.0,1.0,4.0,625.0,3288321.0,40027693.4,360000000.0,625.0,1,0,10,untung
UD. Dora Galuh,31252048.0,1.0,76.0,94.0,2013.0,0.0,2.0,239.0,6553338.0,37805386.0,510000000.0,239.0,0,1,1,untung
UD. Mila Anugerah Zainab,-4772491.0,2.0,30.0,84.0,2007.0,1.0,3.0,541.0,8868131.0,4095640.0,342000000.0,541.0,1,1,11,rugi
UD. Ziva Malam,22143930.0,5.0,76.0,49.0,2014.0,0.0,2.2,757.0,5449552.0,27593482.0,375000000.0,757.0,0,1,1,untung
UD. Eni Jayeng,31129352.0,3.0,22.0,29.0,2006.0,0.2,4.0,123.0,6258575.0,37387927.0,153000000.0,123.0,1,1,11,untung
UD. Juli Elok,36922790.0,5.0,39.0,24.0,2020.0,0.0,4.0,334.0,852937.0,37775727.0,189000000.0,334.0,0,0,0,untung
UD. Echa Bahari,2997066.0,4.0,31.0,93.0,2020.0,1.0,0.0,558.0,1426325.0,4423391.0,372000000.0,558.0,0,0,0,untung
UD. Lea Trisakti,18642274.0,2.0,3.0,73.0,2013.0,0.0,3.0,369.0,7792736.0,26435010.0,228000000.0,369.0,0,1,1,untung
UD. Salwa Ceria,-6404096.0,3.0,80.0,70.0,2024.0,1.0,1.0,188.0,9957868.0,3553772.0,450000000.0,188.0,0,1,1,rugi
UD. Budi Darma,31671589.0,1.0,83.0,97.0,2000.0,0.0,3.0,11.0,817011.0,32488600.0,540000000.0,11.0,1,0,10,untung
UD. Jihan Karya,161676.0,2.0,45.0,3.0,2006.0,0.0,3.0,599.0,2779949.0,2941625.0,144000000.0,599.0,1,0,10,untung
UD. Damar Adikara Dani,442328.0,2.0,74.0,64.6,2013.0,1.0,1.0,410.0,7261396.0,7703724.0,408000000.0,410.0,0,1,1,untung
UD. Ulfa Gunawan,-2156312.0,2.0,41.0,21.0,2001.0,1.0,3.0,571.0,4458091.0,2301779.0,186000000.0,571.0,1,0,10,rugi
UD. Diyan Asih,39319885.0,5.0,96.0,56.0,2015.0,1.0,2.0,731.0,1152490.0,40472375.0,456000000.0,731.0,0,0,0,untung
UD. Pardi Purnama,20995410.0,1.0,38.0,92.0,2004.0,1.0,2.0,154.0,5336096.0,26331506.0,390000000.0,154.0,1,1,11,untung
UD. Rian Rejo,6052995.0,5.0,69.0,53.0,2005.0,0.0,3.0,625.0,7036429.0,13089424.0,366000000.0,625.0,1,1,11,untung
UD. Jasmin Selaras,6724140.0,4.0,55.0,3.0,2019.0,0.0,3.0,424.0,7349287.0,14073427.0,174000000.0,424.0,0,1,1,untung
UD. Ojan Cahaya,2061664.0,5.0,46.0,64.0,2019.0,0.0,1.0,65.0,2716337.0,4778001.0,330000000.0,65.0,0,0,0,untung
UD. Uli Cerah,8794394.0,4.0,37.0,47.0,2004.0,1.0,3.0,883.0,1722526.0,10516920.0,252000000.0,883.0,1,0,10,untung
UD. Nindy Ilir,12520622.0,2.0,17.6,22.0,2019.0,0.0,4.0,808.0,5043103.0,17563725.0,117000000.0,808.0,0,0,0,untung
UD. Ovan Utama,34634108.0,2.0,1.0,22.0,2018.0,1.0,2.0,813.0,3675557.0,38309665.0,69000000.0,813.0,0,0,0,untung
UD. Grego Jatinagara,32255256.0,1.0,53.0,5.0,2008.0,0.0,3.0,796.0,8803447.0,41058703.0,174000000.0,796.0,1,1,11,untung
UD. Livia Sanjaya,6619045.0,0.0,80.0,68.0,2016.0,1.0,4.0,326.0,8738490.0,15357535.0,444000000.0,326.0,0,1,1,untung
UD. Alvino Asih,778691.0,4.0,87.0,63.0,2005.0,1.0,3.0,425.0,9783108.0,10561799.0,450000000.0,425.0,1,1,11,untung
UD. Ulfa Persada,-3963947.0,4.0,29.0,86.0,2000.0,1.0,0.0,346.0,7882516.0,3918569.0,345000000.0,346.0,1,1,11,rugi
UD. Eddy Sudharmo Pandu,14632567.0,1.0,87.0,70.0,2012.0,1.0,4.0,353.0,1117080.0,15749647.0,471000000.0,353.0,0,0,0,untung
UD. Isna Sasmita,16216036.0,5.0,3.0,4.0,2020.0,0.0,2.0,246.0,2329089.0,18545125.0,21000000.0,246.0,0,0,0,untung
UD. Yola Puri,12745917.0,2.0,6.0,32.0,2013.0,1.0,2.0,497.0,9796674.0,22542591.0,114000000.0,497.0,0,1,1,untung
UD. Wulan Wetan Andi,14249893.0,1.0,78.0,25.0,2018.0,0.0,0.0,653.0,738974.0,14988867.0,309000000.0,653.0,0,0,0,untung
UD. Mira Mayang,21146488.0,5.0,56.0,58.0,2020.0,0.0,4.0,334.0,6584131.0,27730619.0,342000000.0,334.0,0,1,1,untung
UD. Farid Indah,5958946.0,5.0,29.0,84.0,2013.0,0.0,4.0,509.0,3270137.0,9229083.0,339000000.0,509.0,0,0,0,untung
UD. Mirna Harmoni Dina,30745822.0,0.0,92.0,33.0,2013.0,0.0,1.0,894.0,7204896.0,37950718.0,375000000.0,894.0,0,1,1,untung
UD. Celsi Dewangga,1409841.0,4.0,43.0,25.0,2007.0,1.0,3.0,824.0,6780921.0,8190762.0,204000000.0,824.0,1,1,11,untung
UD. Elsa Kencana,32342790.0,1.0,76.0,73.0,2007.0,0.0,4.0,520.0,3789430.0,36132220.0,447000000.0,520.0,1,0,10,untung
UD. Erni Bratadikara,39242374.0,4.0,28.0,65.0,2024.0,0.0,1.0,644.0,9906951.0,49149325.0,279000000.0,644.0,0,1,1,untung
UD. Berlian Utama,41965056.0,5.0,89.0,19.0,2019.0,0.0,0.0,509.0,5948673.0,47913729.0,324000000.0,509.0,0,1,1,untung
UD. Oki Kusen,37871090.0,5.0,35.0,13.0,2017.0,0.0,0.0,50.0,2392698.0,40263788.0,144000000.0,50.0,0,0,0,untung
UD. Chika Utama,27266731.0,5.0,98.0,70.0,2012.0,1.0,0.0,542.6,9840838.0,37107569.0,504000000.0,394.0,0,1,1,untung
UD. Chiko Sidarta,42612659.0,5.0,47.0,73.0,2023.0,1.0,1.0,611.0,4505316.0,47117975.0,360000000.0,611.0,0,0,0,untung
UD. Silvi Cahyaningrat Inten,32096672.0,1.0,18.0,94.0,2023.0,0.0,2.0,435.0,4792610.0,36889282.0,336000000.0,435.0,0,0,0,untung
UD. Pipit Alam,43033459.0,5.0,37.8,7.0,2008.0,0.0,0.0,716.0,4421719.0,47455178.0,207000000.0,716.0,1,0,10,untung
UD. Diva Sahaja,698666.0,4.0,1.0,57.0,2022.0,0.0,1.0,544.0,6728763.0,7427429.0,174000000.0,544.0,0,1,1,untung
UD. Rafif Wening,34522601.0,5.0,13.0,0.0,2001.0,0.0,1.0,278.0,6253070.0,40775671.0,39000000.0,278.0,1,1,11,untung
UD. Novi Ilir,11711439.0,1.0,79.0,92.0,2012.0,0.0,3.0,735.0,828947.0,12540386.0,513000000.0,735.0,1,0,10,untung
UD. Aldo Jaya,8696800.0,3.0,99.0,30.0,2007.0,1.0,0.0,744.0,3099168.0,11795968.0,387000000.0,744.0,1,0,10,untung
UD. Rafi Suryaputra,26722790.0,5.0,94.0,7.0,2006.0,1.0,2.0,326.0,2361695.0,29084485.0,303000000.0,326.0,1,0,10,untung
UD. Nindy Sukarela,8501565.0,1.0,34.0,79.0,2013.0,0.0,1.0,337.0,3741256.0,12242821.0,339000000.0,337.0,0,0,0,untung
UD. Zahra Tunggal,38646655.0,4.0,85.0,82.0,2005.0,1.0,2.0,423.0,6042984.0,44689639.0,501000000.0,423.0,1,1,11,untung
UD. Halim Wiraatmaja,2867745.0,5.0,20.0,89.0,2021.0,1.0,2.0,183.0,9519096.0,12386841.0,327000000.0,183.0,0,1,1,untung
UD. Tegar Kusuma,40071808.0,2.0,91.0,59.0,2008.0,0.0,0.0,981.0,4745918.0,44817726.0,450000000.0,981.0,1,0,10,untung
UD. Fikri Resaputra,7534793.0,2.0,16.0,61.0,2020.0,1.0,0.0,95.0,4181401.0,11716194.0,231000000.0,95.0,0,0,0,untung
UD. Candra Paseban,31836670.0,1.0,81.0,9.0,2023.0,0.0,3.0,308.0,1289818.0,33126488.0,270000000.0,308.0,0,0,0,untung
UD. Elyas Adyatma,29683252.0,4.0,31.0,17.0,2010.0,0.0,2.0,24.0,1157857.0,30841109.0,144000000.0,24.0,1,0,10,untung
UD. Zulkarnaen Sumringah,42110081.0,4.0,22.0,65.0,2024.0,0.0,2.0,551.0,5166095.0,47276176.0,261000000.0,551.0,0,0,0,untung
UD. Yasir Satria Jibril,22232521.0,5.0,5.0,92.0,2021.0,0.0,1.0,453.0,7214148.0,29446669.0,291000000.0,453.0,0,1,1,untung
UD. Winda Raharja,2465841.0,2.0,28.0,65.0,2012.0,1.0,1.0,929.0,1167185.0,3633026.0,279000000.0,929.0,1,0,10,untung
UD. Ayesha Sanjaya Muthia,22070946.0,4.0,62.0,51.0,2012.0,1.0,1.0,122.0,2532833.0,24603779.0,339000000.0,122.0,0,0,0,untung
UD. Zidan Nirbayu,7503433.0,2.0,69.0,66.0,2021.0,1.0,2.0,648.0,5415725.0,12919158.0,405000000.0,648.0,0,1,1,untung
UD. Gani Haji,33991177.0,1.0,96.0,87.0,2013.0,1.0,3.0,34.0,5055032.0,39046209.0,549000000.0,34.0,0,0,0,untung
UD. Nando Jagadmaya,46788483.0,3.0,95.0,8.0,2016.0,0.0,4.0,830.0,1242857.0,48031340.0,309000000.0,830.0,0,0,0,untung
UD. Zara Resaputra,10033154.0,2.0,80.0,47.0,2014.0,1.0,1.0,963.0,4583035.0,14616189.0,381000000.0,963.0,0,0,0,untung
UD. Yasir Rejo,2594262.0,1.0,3.0,59.0,2008.0,1.0,4.0,523.0,995343.0,3589605.0,186000000.0,523.0,1,0,10,untung
UD. Berlian Prana Riko,38581717.0,5.0,57.0,77.0,2008.0,0.0,3.0,74.0,4602521.0,43184238.0,402000000.0,74.0,1,0,10,untung
UD. Ujang Pelangi,28866084.0,1.0,30.0,51.0,2019.0,0.0,2.0,861.0,5969623.0,34835707.0,243000000.0,861.0,0,1,1,untung
UD. Chintya Sudarsana,-1219721.0,3.0,21.0,42.0,2002.0,0.0,4.0,950.0,3998484.0,2778763.0,189000000.0,950.0,1,0,10,rugi
UD. Elva Kusuma,-661580.0,1.0,26.0,74.0,2018.0,1.0,0.0,181.0,5428397.0,4766817.0,300000000.0,181.0,0,1,1,rugi
UD. Fikri Yudhistira,8799409.0,4.0,84.0,49.0,2017.0,0.0,2.0,163.0,8118643.0,23331367.0,399000000.0,163.0,0,1,1,untung
UD. Erlin Bratadikara,28878655.0,5.0,83.0,62.2,2007.0,1.0,0.0,401.0,2346540.0,31225195.0,510000000.0,401.0,1,0,10,untung
UD. Eni Tirtaatmaja,17350191.0,4.0,97.0,13.0,2017.0,0.0,3.0,92.0,6263545.0,23613736.0,330000000.0,92.0,0,1,1,untung
UD. Delia Gunawan,2847001.0,4.0,86.0,17.0,2014.0,0.0,4.0,168.0,2248836.0,5095837.0,309000000.0,168.0,0,0,0,untung
UD. Bayu Abdi,-5100800.0,2.0,15.0,99.0,2010.0,1.0,4.0,344.0,8122004.0,3021204.0,342000000.0,494.4,1,1,11,rugi
UD. Adinda Hilir,10813985.0,2.0,5.0,76.0,2006.0,0.0,3.0,627.0,605270.0,11419255.0,243000000.0,627.0,1,0,10,untung
UD. Qais Kawiswara Ujang,36046453.0,5.0,79.0,33.0,2020.0,1.0,3.0,829.0,553204.0,36599657.0,336000000.0,829.0,0,0,0,untung
UD. Naufal Gita,4246082.0,1.0,6.0,82.0,2021.0,0.0,2.0,779.0,4496607.0,8742689.0,264000000.0,779.0,0,0,0,untung
UD. Qanita Utama,46040070.0,2.0,13.0,40.0,2023.0,0.0,3.0,971.0,2312985.0,48353055.0,159000000.0,971.0,0,0,0,untung
UD. Tari Hilir,-7008318.0,0.0,2.0,74.0,2020.0,1.0,1.0,571.0,8411608.0,1403290.0,228000000.0,571.0,0,1,1,rugi
UD. Lono Mulyo,25729736.0,1.0,96.0,48.0,2011.0,1.0,0.0,387.0,2201823.0,27931559.0,432000000.0,387.0,1,0,10,untung
UD. Vita Harmoni,40677035.0,2.0,48.0,89.0,2003.0,1.0,3.0,486.0,6840192.0,47517227.0,411000000.0,486.0,1,1,11,untung
UD. Pasha Sidarta,25825989.0,4.0,35.0,68.0,2003.0,0.0,1.0,746.0,6993316.0,32819305.0,309000000.0,746.0,1,1,11,untung
UD. Zidanar Sahaja,6317114.0,1.0,28.0,84.0,2011.0,0.0,4.0,403.0,9547000.0,15864114.0,336000000.0,403.0,1,1,11,untung
UD. Anang Putri,28939492.0,0.0,3.0,8.0,2010.0,1.0,3.0,249.0,8171911.0,37111403.0,33000000.0,249.0,1,1,11,untung
UD. Lando Kencana,44852011.0,1.0,39.0,47.0,2007.0,0.0,0.0,55.0,4119928.0,48971939.0,258000000.0,55.0,1,0,10,untung
UD. Obed Ranggalawe,3644362.0,4.0,40.0,11.0,2003.0,1.0,0.0,707.0,3239982.0,6884344.0,153000000.0,457.2,1,0,10,untung
UD. Priska Madusari,4336410.0,5.0,21.0,64.0,2009.0,0.0,2.0,94.0,9881417.0,14217827.0,255000000.0,94.0,1,1,11,untung
UD. Vera Utamaindah,-3259590.0,4.0,78.0,13.0,2011.0,0.0,4.0,222.0,4586670.0,1327080.0,273000000.0,222.0,1,0,10,rugi
UD. Fikra Bima,1407196.0,2.0,3.0,63.0,2000.0,1.0,4.0,244.0,3226590.0,4633786.0,198000000.0,244.0,1,0,10,untung
UD. Kamil Harapan,30082114.0,4.0,81.0,25.0,2004.0,0.0,0.0,278.0,2232177.0,32314291.0,318000000.0,278.0,1,0,10,untung
UD. Jihan Adhi,37757789.0,1.0,22.0,6.0,2000.0,1.0,1.0,444.0,9914597.0,47672386.0,84000000.0,444.0,1,1,11,untung
UD. Riyan Kusumasari,35934064.0,2.0,3.0,54.0,2016.0,1.0,0.0,345.0,4684865.0,40618929.0,171000000.0,345.0,0,0,0,untung
UD. Qisya Jati Adinda,6577543.0,3.0,67.0,58.0,2013.0,1.0,3.0,92.0,9453296.0,16030839.0,375000000.0,92.0,0,1,1,untung
UD. Wesly Widuri,32534163.0,5.0,17.0,79.0,2001.0,1.0,2.0,993.0,6078820.0,38612983.0,288000000.0,993.0,1,1,11,untung
UD. Yaniar Putra,2796115.0,5.0,0.0,78.0,2007.0,1.0,3.0,195.0,6588333.0,9384448.0,234000000.0,195.0,1,1,11,untung
UD. Wesly Adiwangsa,3297539.0,6.0,31.0,55.0,2023.0,1.0,2.4,71.0,4669539.0,7967078.0,258000000.0,71.0,0,0,0,untung
UD. Kevin Sanjaya,28102303.0,6.0,20.0,67.0,2023.0,0.0,3.0,288.0,1165896.0,29268199.0,261000000.0,288.0,0,0,0,untung
UD. Dina Baswara,4898816.0,4.0,37.0,29.0,2017.0,1.0,4.0,781.0,912858.0,5811674.0,198000000.0,781.0,0,0,0,untung
UD. Nibras Prawira,45261285.0,2.0,25.0,22.0,2015.0,1.0,2.0,680.0,4154054.0,49415339.0,141000000.0,680.0,0,0,0,untung
UD. Erlin Kusumasari,9666534.0,5.0,40.0,85.0,2018.0,0.0,4.0,401.0,5881277.0,15547811.0,375000000.0,401.0,0,1,1,untung
UD. Tono Surya Juli,22382159.0,1.0,48.0,78.0,2015.0,1.0,2.0,755.0,9406030.0,31788189.0,233400000.0,755.0,0,1,1,untung
UD. Barokah Saputranegara,593004.0,2.0,84.0,16.0,2002.0,1.0,1.0,930.0,1156509.0,1749513.0,300000000.0,930.0,1,0,10,untung
UD. Yuli Permai,5690165.0,2.0,92.0,1.0,2003.0,0.0,1.0,831.0,8420621.0,14110786.0,279000000.0,831.0,1,1,11,untung
UD. Weni Jaladara,34179867.0,4.0,40.0,71.0,2001.0,1.0,2.0,224.0,1588387.0,35768254.0,333000000.0,224.0,1,0,10,untung
UD. Ulfa Bagaskara,-700297.0,0.0,95.0,69.0,2000.0,0.0,0.0,404.0,5209262.0,4508965.0,492000000.0,404.0,1,1,11,rugi
UD. Okta Jatiwangi,35511509.0,0.0,58.0,38.0,2022.0,1.0,2.0,741.0,8803532.0,44315041.0,288000000.0,741.0,0,1,1,untung
UD. Priska Bahagia,32517987.0,1.0,3.0,91.0,2023.0,0.2,4.0,54.0,8653936.0,41171923.0,282000000.0,54.0,0,1,1,untung
UD. Qisha Jati,29340343.0,5.0,12.0,47.0,2009.0,1.0,1.0,96.0,5272283.0,34612626.0,177000000.0,96.0,1,0,10,untung
UD. Eni Hastinapura,25603610.0,1.0,60.0,4.0,2024.0,1.0,1.0,566.0,8444672.0,34048282.0,192000000.0,566.0,0,1,1,untung
UD. Udin Bratadikara,1460557.0,4.0,50.0,20.0,2010.0,1.0,2.0,134.0,2103178.0,3563735.0,210000000.0,134.0,1,0,10,untung
UD. Widi Kusumah,4647488.0,6.0,34.0,49.0,2003.0,0.0,0.0,965.0,3396728.0,8044216.0,249000000.0,965.0,1,0,10,untung
UD. Nina Anindita,42798840.0,1.0,90.0,19.0,2011.0,0.0,2.0,969.0,821435.0,43620275.0,327000000.0,969.0,1,0,10,untung
UD. Gilangga Mahendra,33403289.2,5.0,64.0,97.0,2016.0,1.0,4.0,254.0,5490895.0,37574841.0,483000000.0,254.0,0,1,1,untung
UD. Juli Indah,32360011.0,2.0,48.0,70.0,2020.0,1.0,4.0,564.0,7539006.0,39899017.0,354000000.0,564.0,0,1,1,untung
UD. Dani Elok,27947581.0,5.0,48.0,93.0,2004.0,1.0,3.0,134.0,4866030.0,32813611.0,423000000.0,134.0,1,0,10,untung
UD. Prananda Panji,32739288.0,1.0,13.0,93.0,2001.0,0.0,0.0,761.0,3615530.0,36923103.0,318000000.0,761.0,1,0,10,untung
UD. Habib Widhi,44072899.0,2.0,36.0,78.0,2012.0,0.0,1.0,713.0,1136954.0,45209853.0,342000000.0,713.0,1,0,10,untung
UD. Vega Pramana,23858913.0,1.0,29.0,90.0,2020.0,1.0,4.0,440.0,7693077.0,31551990.0,357000000.0,440.0,0,1,1,untung
UD. Kirana Cinta,11985039.0,1.0,13.0,72.0,2012.0,0.0,4.0,493.0,1561504.0,13546543.0,255000000.0,493.0,0,0,0,untung
UD. Valen Sukma,9214894.0,5.0,74.0,26.0,2004.0,1.0,0.0,838.0,3818933.0,13033827.0,300000000.0,838.0,1,0,10,untung
UD. Gani Kusuma,35112477.0,6.0,94.0,1.0,2008.0,0.0,2.0,235.0,9586276.0,44698753.0,285000000.0,235.0,1,1,11,untung
UD. Shinta Anggara,16201494.0,5.0,91.0,99.0,2019.0,1.0,3.0,185.0,5659191.0,21860685.0,570000000.0,185.0,0,1,1,untung
UD. Vito Sukarela,7506636.0,5.0,26.0,90.0,2000.0,1.0,4.0,84.0,9940544.0,17447180.0,348000000.0,84.0,1,1,11,untung
UD. Umar Kusumasari,37737428.0,1.0,61.0,46.0,2014.0,1.0,3.0,762.0,3628067.0,41365495.0,321000000.0,762.0,0,0,0,untung
UD. Yola Sunardi Viera,44351363.0,1.0,2.0,39.0,2014.0,1.0,1.0,529.0,4636654.0,48988017.0,123000000.0,529.0,0,0,0,untung
UD. Qanita Atma,25992481.0,2.0,69.0,88.0,2022.0,1.0,3.0,683.0,2223195.0,28215676.0,471000000.0,683.0,0,0,0,untung
UD. Wesly Kayastha,38254727.0,2.0,38.0,35.0,2014.8,0.0,4.0,17.0,5875529.0,44130256.0,219000000.0,17.0,0,1,1,untung
UD. Yora Bintang,12150385.0,5.0,18.0,70.0,2004.0,0.0,2.0,514.0,2634217.0,14784602.0,264000000.0,514.0,1,0,10,untung
UD. Najwa Tejakusuma,12400666.0,4.0,97.0,12.0,2008.0,1.0,4.0,61.0,1325915.0,13726581.0,327000000.0,61.0,1,0,10,untung
UD. Sinta Gatra,34025939.0,5.0,91.0,83.0,2002.0,1.0,1.0,90.0,3419785.0,37445724.0,522000000.0,90.0,1,0,10,untung
UD. Yuli Dewangga,-4745990.0,4.0,75.0,21.0,2003.0,0.0,3.0,479.0,7675474.0,2929484.0,288000000.0,479.0,1,1,11,rugi
UD. Eni Saputrautama,8808774.0,5.0,38.0,17.0,2001.0,0.0,2.0,529.0,8068370.0,16877144.0,165000000.0,529.0,1,1,11,untung
UD. Sinta Adikara,5678178.0,4.0,9.0,74.0,2015.0,0.0,2.0,327.0,1368885.0,7047063.0,249000000.0,327.0,0,0,0,untung
UD. Willy Brawijaya,4369232.0,2.0,46.0,5.0,2021.0,1.0,3.0,577.2,7192287.0,11561519.0,153000000.0,842.0,0,1,1,untung
UD. Alma Wacana,11468088.0,1.0,88.0,67.0,2002.0,0.0,3.0,663.0,1486494.0,12954582.0,465000000.0,663.0,1,0,10,untung
UD. Diva Cendana,32720418.0,5.0,22.0,66.0,2021.0,1.0,3.0,78.0,7468343.0,40188761.0,264000000.0,78.0,0,1,1,untung
UD. Ojan Lempung,12515228.0,5.0,58.0,51.0,2013.0,0.0,1.0,356.0,3707207.0,16222435.0,327000000.0,356.0,0,0,0,untung
UD. Jay Sukadarma,2516565.0,5.0,89.0,69.0,2012.0,1.0,2.0,953.0,3198320.0,5714885.0,474000000.0,953.0,1,0,10,untung
UD. Oki Kawiswara,23317593.0,2.0,82.0,78.0,2001.0,1.0,4.0,96.0,4921526.0,28239119.0,480000000.0,96.0,1,0,10,untung
UD. Rizki Jayeng,37994191.0,4.0,19.0,2.0,2022.0,1.0,1.0,661.0,2333609.0,40327800.0,63000000.0,661.0,0,0,0,untung
UD. Ovan Adikara Iman,4414361.0,2.0,44.0,16.0,2008.0,0.0,3.0,841.0,3352321.0,7766682.0,180000000.0,841.0,1,0,10,untung
UD. Putra Wiraatmaja,45136111.0,5.0,43.0,93.0,2015.0,0.0,3.0,133.0,2017810.0,47153921.0,408000000.0,133.0,0,0,0,untung
UD. Gani Prana,23445519.0,4.0,17.0,85.0,2011.0,1.0,4.0,295.0,6151098.0,29596617.0,306000000.0,295.0,1,1,11,untung
UD. Lea Jatiwangi Rangga,-1816527.0,2.0,47.0,65.0,2023.0,1.0,4.0,145.0,9545726.0,7729199.0,336000000.0,613.2,0,1,1,rugi
UD. Qira Kusumajati,14068692.0,4.0,74.0,56.0,2017.0,0.0,4.0,902.0,5236531.0,19305223.0,390000000.0,902.0,0,1,1,untung
UD. Juni Wening,27351550.0,2.0,88.0,79.0,2012.0,0.0,0.0,497.0,7888970.0,35240520.0,501000000.0,497.0,0,1,1,untung
UD. Zahira Anindita,22494835.0,4.0,0.0,21.0,2001.0,1.0,1.0,331.0,9169689.0,31664524.0,63000000.0,331.0,1,1,11,untung
UD. Fatimah Ayodya,12175362.0,1.0,31.0,10.0,2000.0,1.0,0.0,206.0,8037509.0,20212871.0,123000000.0,206.0,1,1,11,untung
UD. Widya Santosa,22580863.0,5.0,96.0,35.0,2005.0,1.0,4.0,726.0,6552283.0,29133146.0,393000000.0,726.0,1,1,11,untung
UD. Dewi Trisudira,26451132.0,4.0,63.0,52.0,2020.0,0.0,2.0,730.0,2537666.0,28988798.0,345000000.0,730.0,0,0,0,untung
UD. Xenia Maheswara,915790.0,1.0,6.0,75.0,2014.0,1.0,1.0,428.0,2060443.0,2976233.0,243000000.0,428.0,0,0,0,untung
UD. Lukita Bratadikara,36229049.0,5.0,94.0,39.0,2013.0,1.0,0.0,88.0,4779951.0,41009000.0,399000000.0,88.0,0,0,0,untung
UD. Nando Mahendra,10330885.0,5.0,89.0,34.0,2010.0,0.0,3.0,917.0,5949660.0,16280545.0,369000000.0,917.0,1,1,11,untung
UD. Jordi Wacana,6362384.0,2.0,70.0,42.0,2017.0,0.0,1.0,115.0,9275532.0,15637916.0,336000000.0,115.0,0,1,1,untung
UD. Gracia Utama,14649377.0,1.0,99.0,44.0,2018.0,0.0,2.0,633.0,6261436.0,20910813.0,429000000.0,633.0,0,1,1,untung
UD. Iqbal Reswara,45815217.0,1.0,45.0,40.0,2024.0,1.0,2.0,636.0,2541150.0,48356367.0,255000000.0,611.0,0,0,0,untung
UD. Ojan Arya Muthia,36421511.0,1.0,23.0,63.0,2007.0,0.0,4.0,588.0,5654457.0,42075968.0,258000000.0,588.0,1,1,11,untung
UD. Kiki Sudarsana Agus,47552836.0,5.0,68.0,14.0,2023.0,1.0,4.0,659.0,1115304.0,48668140.0,246000000.0,659.0,0,0,0,untung
UD. Hesti Agung,-2074006.0,4.0,85.0,43.0,2001.0,1.0,3.0,395.0,7098034.0,5024028.0,384000000.0,395.0,1,1,11,rugi
UD. Hasna Saputra,8034159.0,1.0,35.0,41.0,2019.0,0.0,2.0,664.0,4376678.0,12410837.0,228000000.0,664.0,0,0,0,untung
UD. Owen Mardika,44256347.0,4.0,66.0,58.0,2024.0,1.0,4.0,384.0,2805816.0,47062163.0,372000000.0,384.0,0,0,0,untung
UD. Melati Wiyata Rahmat,10974638.0,2.0,49.0,84.0,2007.0,1.0,0.0,200.0,4711223.0,15685861.0,399000000.0,200.0,1,0,10,untung
UD. Khayla Baru,46053648.0,4.0,58.0,3.0,2009.0,0.0,4.0,144.0,2874694.0,48928342.0,183000000.0,144.0,1,0,10,untung
UD. Zidan Permai,12247568.0,4.0,57.0,70.0,2019.0,0.0,3.0,285.0,7545806.0,19793374.0,381000000.0,285.0,0,1,1,untung
UD. Eddy Rejo,42516727.0,1.0,45.0,28.0,2022.0,1.0,3.0,197.0,4703233.0,47219960.0,219000000.0,197.0,0,0,0,untung
UD. Eddy Saputranegara,7463252.0,2.0,69.0,40.0,2007.0,1.0,0.0,273.0,3630524.0,11093776.0,327000000.0,273.0,1,0,10,untung
UD. Nindy Adiwarna Pasha,43335098.0,1.0,88.0,5.0,2007.0,1.0,1.0,376.0,6237313.0,49572411.0,279000000.0,376.0,1,1,11,untung
UD. Halimah Darussalam,29490382.0,5.0,50.2,38.0,2006.0,0.0,2.0,99.0,9561139.0,39051521.0,180000000.0,99.0,1,1,11,untung
UD. Laila Mayang,16000849.0,2.0,11.0,80.0,2005.0,0.0,3.0,67.0,3858397.0,19859246.0,273000000.0,67.0,1,0,10,untung
UD. Indah Makmur Made,5986312.0,5.0,27.0,99.0,2001.0,0.0,2.0,657.0,4662225.0,10648537.0,378000000.0,657.0,1,0,10,untung
UD. Dani Lintang,35520811.0,1.0,57.0,65.0,2023.0,1.0,0.0,807.0,7716915.0,43237726.0,366000000.0,807.0,0,1,1,untung
